artist,track_name,album_name,popularity,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
ZHU,Still Want U,RINGOS DESERT,49,2018-09-07,213025,0.0916,0.863,0.507,2.34e-05,11,0.154,-7.048,0,0.354,97.009,4,0.238
Tomos,Surface Tension,Surface Tension,30,2018-10-25,263766,0.0399,0.792,0.775,0.0325,6,0.0586,-9.279,1,0.051,115.983,4,0.731
fika,Mean,Mean,0,2020-06-26,225933,0.108,0.763,0.537,0.0015,1,0.667,-8.371,0,0.146,104.02,4,0.489
Why-Axis,Bloodstain,Moody F*ck,24,2020-03-07,184137,0.0152,0.913,0.537,0.0617,2,0.122,-8.231,1,0.166,116.041,4,0.439
Disclosure,Where Angels Fear To Tread,Moonlight,53,2018-08-20,225906,0.23,0.679,0.735,0.602,2,0.148,-6.218,0,0.136,107.998,4,0.603
GOLDA,NsfW - DRKTMS Remix,NsfW,40,2018-11-14,224165,0.503,0.756,0.494,0.0,1,0.402,-8.905,0,0.355,107.039,4,0.381
narou,Enough,Enough,0,2020-08-21,233680,0.464,0.617,0.557,0.0,10,0.11,-6.553,1,0.0491,135.041,4,0.401
Little Dragon,Water - FKJ Remix,Water (FKJ Remix),42,2020-07-28,199102,0.243,0.792,0.458,0.00532,5,0.104,-8.222,0,0.111,113.503,5,0.415
Jean Tonique,Take Control,Well Mannered Frivolity,31,2018-02-16,231000,0.236,0.604,0.408,0.00483,8,0.0523,-8.372,1,0.062,79.348,4,0.574
SG Lewis,Feed The Fire (feat. Lucky Daye),Feed The Fire (feat. Lucky Daye),45,2020-10-26,245471,0.0197,0.849,0.682,0.00143,7,0.0996,-6.241,1,0.123,121.997,4,0.928
Saje,Take Care Of You,Take Care Of You,42,2018-06-08,237999,0.577,0.675,0.306,0.000666,6,0.125,-9.293,0,0.0464,90.049,4,0.245
Mk.gee,You - Mixed,Café Kitsuné Mixed by Fabich (DJ Mix),0,2020-08-07,282344,0.424,0.773,0.541,0.00146,2,0.0964,-11.18,0,0.302,89.446,4,0.798
Amber Mark,Lose My Cool - Franc Moody Remix,Lose My Cool (Remixes),57,2017-05-26,257301,0.0558,0.82,0.509,0.018,1,0.359,-5.15,1,0.0419,103.007,4,0.762
daste.,SOBER,SOBER,56,2019-01-16,220094,0.445,0.784,0.606,0.0848,6,0.136,-8.001,0,0.0698,109.976,4,0.585
MATVEÏ,OVERDOSE,FALL: OVERDOSE x RUMBA,0,2020-11-09,153000,0.394,0.877,0.465,0.00069,9,0.131,-11.719,1,0.455,119.878,4,0.323
Bob Juburi,Easy,Easy,32,2019-06-26,170000,0.416,0.646,0.499,5.02e-06,7,0.165,-11.908,1,0.597,92.866,4,0.713
Masego,Tadow - Edit,Tadow,36,2020-07-27,214880,0.693,0.542,0.543,4.37e-05,9,0.0951,-4.646,0,0.132,121.356,4,0.346
James Vickery,"Pressure, Pt. II",Overture: The Reworks,1,2020-10-21,169411,0.115,0.673,0.591,8.42e-05,4,0.242,-5.224,0,0.0505,93.46,4,0.725
((( O ))),iFeel,((( 2 ))),1,2020-08-27,269638,0.898,0.608,0.411,0.912,3,0.154,-10.07,1,0.0344,149.979,4,0.104
Foxen,Work,Work,16,2020-12-14,149052,0.244,0.624,0.508,0.872,0,0.395,-3.748,0,0.224,95.283,4,0.347
Tycho,For How Long - Harvey Sutherland Remix,Weather Remixes,25,2020-12-18,286874,0.0721,0.667,0.694,0.39,1,0.157,-9.474,0,0.0402,127.999,4,0.616
RY X,Love Like This,Love Like This,45,2014-11-21,250701,0.968,0.376,0.13,0.687,11,0.105,-14.972,1,0.0328,125.97,4,0.0586
RY X,Bound,Unfurl,48,2019-02-15,298213,0.887,0.517,0.389,0.38,5,0.0982,-17.285,0,0.0391,116.917,4,0.0363
RY X,Howling,Dawn,53,2016-05-06,309590,0.167,0.705,0.329,0.0957,6,0.109,-13.865,0,0.0306,119.988,4,0.116
Rhye,Waste - RY X Remix,Blood Remixed,47,2018-11-16,553413,0.0111,0.869,0.502,0.459,0,0.0861,-10.431,0,0.0434,116.003,4,0.165
RY X,YaYaYa,Unfurl,51,2019-02-15,229533,0.734,0.482,0.279,0.0551,1,0.106,-15.37,0,0.0283,92.586,3,0.101
RY X,Berlin,Dawn,63,2016-05-06,174172,0.963,0.397,0.0666,0.158,7,0.107,-20.405,1,0.0383,137.313,4,0.0389
RY X,Only,Dawn,67,2016-05-06,268455,0.903,0.293,0.175,0.528,7,0.109,-15.543,0,0.0308,83.182,3,0.089
Yenkee,Cannibal Tree,Cannibal Tree,32,2019-09-10,238381,0.506,0.894,0.477,0.12,0,0.0669,-8.756,1,0.0475,121.999,4,0.77
Yumi And The Weather,No Such Thing,Yumi And The Weather,22,2018-09-14,226499,0.101,0.601,0.792,0.0231,6,0.506,-6.094,0,0.032,77.48,3,0.92
Mount Alaska,The Subterranean Heart,Wave Atlas : Season One,0,2019-11-22,304155,0.604,0.385,0.763,0.773,2,0.0915,-16.931,0,0.0384,120.002,4,0.145
Villagers,Everything I Am Is Yours,Darling Arithmetic,60,2015-04-13,210013,0.67,0.873,0.505,0.269,4,0.136,-11.147,0,0.0308,110.007,4,0.69
Fionn Regan,Dogwood Blossom,100 Acres Of Sycamore,37,2011-08-16,204853,0.916,0.466,0.0264,0.0291,9,0.0893,-21.991,1,0.0553,143.476,4,0.272
Goldmund,Sometimes,Sometimes,0,2015-11-13,169127,0.915,0.208,0.0823,0.905,6,0.107,-26.021,0,0.035,65.65,3,0.115
Wild Youth,Can't Move On,Can't Move On,26,2018-06-08,197093,0.0526,0.769,0.721,2.54e-06,0,0.27,-6.413,1,0.0946,102.999,4,0.667
Jon Hopkins,Scene Suspended,Scene Suspended,36,2020-02-06,247038,0.97,0.109,0.119,0.95,4,0.265,-25.935,1,0.0346,68.943,4,0.0503
Cloth,Old Bear,Old Bear,0,2018-11-30,236986,0.638,0.909,0.348,0.521,9,0.11,-10.908,1,0.0494,115.01,4,0.162
RY X,Berlin,Dawn,57,2016-05-06,174172,0.963,0.393,0.0668,0.105,7,0.107,-20.755,1,0.0404,136.938,4,0.0384
Jealous of the Birds,Dandelion,Parma Violets,39,2016-05-06,184600,0.915,0.401,0.212,0.0149,1,0.11,-15.039,1,0.0349,164.252,4,0.106
The Sei,Metroma,Metroma,0,2018-09-28,223167,0.952,0.522,0.196,0.437,7,0.127,-14.658,0,0.0292,91.953,3,0.067
A Winged Victory for the Sullen,We Played Some Open Chords,A Winged Victory for the Sullen,31,2011-09-12,378573,0.893,0.253,0.0251,0.901,10,0.114,-22.818,1,0.0433,106.235,4,0.0312
delush,It's Alright,The Journey to Zero,0,2020-04-24,214628,0.181,0.759,0.618,0.0,2,0.0617,-10.088,1,0.0866,96.177,4,0.785
Gia Margaret,Smoke,There's Always Glimmer,28,2018-07-27,227758,0.919,0.405,0.344,0.132,8,0.092,-13.063,1,0.0325,122.721,4,0.0752
Ane Brun,Make You Feel My Love,Leave Me Breathless,50,2017-10-06,167680,0.943,0.41,0.137,0.00048,1,0.0989,-11.482,1,0.0464,186.154,4,0.374
Tycho,Skate,Weather,33,2019-07-12,187340,0.939,0.703,0.231,0.0207,5,0.103,-13.094,0,0.0338,97.07,4,0.421
Friedberg,Go Wild,Go Wild,0,2019-06-07,197681,0.0777,0.677,0.866,8.82e-05,7,0.139,-8.022,1,0.0441,90.972,4,0.765
Francis Lung,Dance 4 Sorrow,Dance 4 Sorrow,0,2016-09-16,256783,0.00327,0.608,0.676,0.000189,5,0.0615,-6.723,0,0.028,110.008,4,0.69
Billie Marten,La Lune,Writing of Blues and Yellows (Deluxe Version),59,2016-09-23,187266,0.882,0.296,0.342,0.000967,2,0.0748,-11.879,1,0.0471,52.001,4,0.0794
The Orioles,Tell Me So,The Orioles 1947-1955,21,2005-06-21,192173,0.994,0.389,0.0593,0.000598,8,0.0974,-19.097,1,0.0494,68.595,4,0.335
The Lock-In,Locked In,The Lock-In,23,2019-06-21,920102,0.774,0.569,0.611,0.881,7,0.127,-10.91,0,0.0611,193.997,4,0.697
A Winged Victory for the Sullen,Atomos XI,Atomos,20,2014-10-06,326026,0.9,0.37,0.136,0.884,7,0.126,-18.394,0,0.0376,119.928,3,0.0315
Yazoo,Only You,The Best Of,39,1999-09-03,192293,0.204,0.748,0.559,4.15e-05,9,0.0982,-8.078,1,0.0362,106.077,4,0.85
TNAN,Gimme Life,Gimme Life,29,2019-05-21,193170,0.0059,0.685,0.931,0.000932,0,0.572,-5.038,1,0.0648,122.991,4,0.118
London Grammar,Hey Now - Arty Remix,If You Wait - Remixes,38,2014-05-06,351053,0.0123,0.71,0.706,0.0236,5,0.124,-5.192,1,0.137,128.023,4,0.178
SOAK,Maybe,Grim Town,0,2019-04-26,270664,0.0124,0.562,0.681,0.0139,7,0.156,-6.344,1,0.0315,130.011,4,0.245
Elliott Smith,Angeles,Either/Or,53,1997-02-25,176826,0.86,0.53,0.0993,0.2,4,0.153,-23.548,0,0.0549,118.139,4,0.588
JyellowL,Oh Lawd,Oh Lawd,0,2018-09-26,251734,0.625,0.804,0.497,6.22e-05,1,0.117,-12.484,1,0.19,95.993,4,0.782
Imogen Heap,Hide and Seek,Speak for Yourself,61,2005-07-18,268979,0.909,0.451,0.166,0.0,9,0.19,-11.125,1,0.0696,121.123,4,0.0901
Uly,redlight,redlight,29,2019-03-29,219053,0.744,0.528,0.247,0.323,1,0.0741,-18.579,0,0.0576,180.104,4,0.759
Piero Pirupa,Wanna Try,Wanna Try,11,2019-10-11,249600,0.0088,0.75,0.933,0.764,11,0.0194,-7.074,1,0.0537,124.994,4,0.572
Chris Lorenzo,Here Kitty,Late Checkout,27,2019-10-11,294500,0.0205,0.787,0.894,0.007,4,0.109,-6.349,1,0.0853,123.995,4,0.8
Jamie Jones,Bappi,Bappi,36,2019-10-11,354378,1.66e-05,0.787,0.842,0.86,1,0.0729,-7.295,1,0.0473,127.992,4,0.127
Chris Lorenzo,City Traffic,Late Checkout,29,2019-10-11,489500,0.00214,0.468,0.754,0.805,9,0.111,-6.026,0,0.0471,126.016,4,0.258
Marshall Jefferson,Move Your Body,Move Your Body,60,2019-10-18,196109,0.00531,0.791,0.801,0.189,4,0.509,-6.344,0,0.07,124.985,4,0.609
Sam Girling,Shine Is Mine,Acid Drops Part 1,0,2019-10-25,231828,0.05,0.764,0.987,0.00415,10,0.0976,-6.005,0,0.0783,124.989,4,0.721
CID,ME N U,ME N U,25,2019-11-22,199523,0.0123,0.698,0.966,0.00021,8,0.0853,-3.496,0,0.0646,126.02,4,0.513
Mark Knight,Mona Lisa,Mona Lisa,22,2020-01-31,167903,0.101,0.634,0.995,0.0841,3,0.351,-2.133,0,0.0444,124.007,4,0.599
Alan Fitzpatrick,Haven't You Heard - Fitzy's Fully Charged Mix,Haven't You Heard,34,2020-02-07,431076,0.000766,0.816,0.866,0.848,6,0.0998,-6.282,0,0.0602,130.016,4,0.95
Sunday Noise,Calling,Calling,11,2020-02-10,292767,0.0143,0.771,0.963,0.17,7,0.351,-3.79,1,0.0672,123.992,4,0.518
Wh0,Courage,Courage,10,2020-03-06,342857,0.0415,0.689,0.986,0.732,8,0.179,-4.256,1,0.0527,125.996,4,0.494
John Summit,Illusions - Edit,Connected,29,2020-03-06,200000,0.00641,0.826,0.83,0.638,7,0.109,-7.878,1,0.0426,126.027,4,0.333
Bearcubs,Overthinking,Early Hours,0,2020-05-15,250146,0.75,0.677,0.376,0.0338,4,0.133,-10.723,0,0.122,96.03,4,0.152
grandson,Identity,Death Of An Optimist,47,2020-12-04,216000,0.000348,0.495,0.731,0.0,8,0.0598,-6.304,1,0.0458,120.004,4,0.284
Golden Vessel,Hesitate,Hesitate,14,2018-01-15,251279,0.739,0.406,0.53,0.0161,2,0.108,-9.556,1,0.045,122.773,4,0.0701
BAYNK,HIGH,HIGH,50,2019-11-26,247426,0.451,0.738,0.72,0.623,6,0.0769,-7.909,1,0.0626,125.488,4,0.525
Galdive,5AM,5AM,31,2020-02-28,204000,0.535,0.719,0.673,0.247,0,0.244,-6.028,1,0.04,157.483,3,0.533
Galdive,Nescience,Nescience,28,2020-07-24,238727,0.283,0.753,0.648,1.95e-06,7,0.2,-6.208,0,0.158,110.019,4,0.388
Galdive,Blew Me,Blew Me,44,2019-02-08,212457,0.725,0.648,0.407,0.00294,0,0.0707,-8.115,1,0.0368,82.569,3,0.248
Galdive,Fond Adieu,Fond Adieu,26,2020-11-05,233109,0.393,0.812,0.46,0.0038,0,0.14,-6.193,1,0.0378,109.952,4,0.351
Galdive,Dear Matias,Dear Matias,35,2019-09-13,240387,0.746,0.722,0.423,0.248,2,0.375,-8.238,1,0.181,116.049,4,0.51
Galdive,Cloud,Cloud,40,2019-11-29,232000,0.138,0.769,0.685,0.00499,9,0.111,-6.134,0,0.0765,74.996,4,0.815
Galdive,Sway,Sway,0,2019-03-15,201818,0.12,0.548,0.737,0.16,0,0.604,-7.131,1,0.0726,110.003,4,0.375
Osvaldorio,Lotus,Lotus,45,2018-12-21,226585,0.632,0.693,0.636,0.0014,2,0.115,-5.879,0,0.0337,123.018,4,0.556
Galdive,Maybe I,Maybe I,33,2020-09-04,195176,0.809,0.696,0.489,0.0246,3,0.106,-5.2,0,0.204,169.977,4,0.589
Galdive,Sorbet,Sorbet,53,2019-06-21,196956,0.481,0.733,0.448,3.01e-05,0,0.11,-7.212,1,0.115,78.77,4,0.623
Rhye,Song For You,Blood,55,2018-02-02,238666,0.568,0.844,0.362,0.771,2,0.109,-10.071,1,0.0363,115.988,4,0.202
Tom Grennan,Something Better,Something Better,31,2020-11-20,183766,0.186,0.732,0.807,0.0,0,0.199,-5.64,0,0.256,119.942,4,0.681
Galimatias,Shy Dancer,Shy Dancer,47,2020-11-20,171707,0.499,0.839,0.475,0.0114,2,0.319,-8.456,1,0.19,123.013,4,0.667
Son Lux,Warning,Tomorrows II,18,2020-12-04,182331,0.988,0.354,0.203,0.276,10,0.105,-16.921,1,0.0427,122.406,5,0.0397
Cymba,Missed Calls,Missed Calls,4,2020-12-08,205263,0.346,0.745,0.431,0.000386,9,0.0828,-13.564,0,0.212,114.0,4,0.297
Moglii,Push Me,Push Me,24,2020-12-11,230737,0.631,0.718,0.394,7.25e-06,6,0.115,-11.052,0,0.24,80.008,4,0.242
SG Lewis,Time (feat. Rhye),Time (feat. Rhye),0,2020-12-08,259173,0.0674,0.75,0.819,0.000979,10,0.308,-6.6,0,0.151,116.054,4,0.614
Bombay Bicycle Club,Evening / Morning - Live at Brixton,I Had The Blues But I Shook Them Loose (Live at Brixton),18,2020-12-11,247161,0.00234,0.318,0.928,0.359,5,0.661,-7.908,0,0.144,139.337,4,0.0735
Culture Shock,Lost,Lost,41,2020-12-11,241379,0.0711,0.542,0.947,0.0157,8,0.641,-1.946,0,0.0634,173.979,4,0.457
ZHU,I Admit It (feat. 24kGoldn) [NGHTMRE Remix],I Admit It (feat. 24kGoldn) [NGHTMRE Remix],25,2020-12-11,190000,0.0104,0.598,0.954,0.0305,9,0.15,-3.954,0,0.105,143.976,4,0.111
Jerry Folk,Slow,Slow,33,2020-08-14,160000,0.0107,0.862,0.372,0.00102,7,0.106,-5.093,0,0.129,108.028,4,0.359
xander.,Meant To Be,Meant To Be,12,2020-08-21,173333,0.385,0.537,0.63,0.00568,0,0.213,-7.025,1,0.276,91.84,4,0.558
NoMBe,Paint California,Paint California,27,2019-12-04,207133,0.00682,0.699,0.538,0.00376,2,0.199,-7.974,1,0.0365,135.058,4,0.466
Kilder,Don't Hide,Don't Hide,1,2020-07-03,198000,0.74,0.708,0.601,0.125,5,0.0967,-9.386,1,0.0666,90.993,4,0.327
Medasin,Everytime,RIPPLS,51,2020-03-06,170884,0.0485,0.751,0.377,0.000468,5,0.291,-9.8,1,0.0538,112.478,3,0.14
Young Franco,Two Feet,Two Feet,31,2020-09-11,191220,0.0643,0.833,0.799,1.06e-06,11,0.0572,-4.826,0,0.309,105.924,4,0.839
BRONSON,HEART ATTACK (feat. lau.ra),BRONSON,55,2020-08-07,209600,0.161,0.735,0.65,0.21,6,0.109,-5.815,0,0.0737,122.048,4,0.122
Sabrina Claudio,Don't Let Me Down - Sabrina Claudio vs. Devault Remix,Don't Let Me Down (Sabrina Claudio vs. Devault Remix),47,2018-06-22,245000,0.298,0.648,0.651,0.0262,1,0.252,-8.92,1,0.0995,107.989,4,0.232
BAYNK,go with u,Someone's EP II,58,2019-05-22,231192,0.594,0.787,0.537,6.26e-05,1,0.114,-6.827,0,0.204,108.994,4,0.346
SG Lewis,No Less,No Less,41,2015-06-19,243710,0.215,0.529,0.283,1.07e-06,11,0.641,-13.546,0,0.106,92.251,4,0.158
Moods,Moonrider,Moonrider,27,2020-10-23,198866,0.0797,0.748,0.497,0.00947,0,0.115,-10.282,1,0.19,95.005,4,0.753
Two Another,Keeping Me Under,Keeping Me Under,0,2016-03-11,218926,0.135,0.795,0.549,0.000109,2,0.115,-7.791,1,0.088,108.012,4,0.582
Masego,Tadow,Lady Lady,72,2018-09-07,301893,0.669,0.704,0.487,8.64e-05,9,0.111,-6.407,0,0.0604,121.726,4,0.313
Tom Misch,Beautiful Escape,Beat Tape 2,21,2015-08-28,276785,0.0684,0.944,0.514,0.00209,5,0.103,-7.895,1,0.195,120.004,4,0.331
Two Another,Aiming Up,Another Tape,0,2018-10-12,230484,0.235,0.856,0.396,4.88e-06,7,0.0654,-7.566,0,0.199,92.024,4,0.564
Young Franco,Fallin' Apart,Fallin' Apart,52,2020-11-27,124493,0.0455,0.766,0.8,0.0,4,0.672,-7.676,1,0.321,111.126,4,0.806
Masego,Shut Up & Groove,The Pink Polo EP,44,2016-04-05,156546,0.0467,0.721,0.582,0.000783,10,0.132,-7.603,0,0.381,89.817,4,0.442
Noah Slee,Do That (feat. FHAT),Do That (feat. FHAT),26,2019-09-27,161003,0.362,0.768,0.723,0.0,11,0.146,-7.764,0,0.294,108.082,4,0.725
Moods,Control,Control,49,2020-07-10,187364,0.057,0.704,0.47,7.25e-06,7,0.0891,-6.89,0,0.312,59.209,4,0.486
Tom Misch,Movie,Geography,20,2018-04-06,357357,0.391,0.785,0.379,0.0161,7,0.267,-11.446,1,0.0732,122.043,3,0.182
Two Another,Another Night,Another Night,49,2020-01-19,251562,0.188,0.664,0.332,0.0219,9,0.404,-7.568,0,0.0324,90.096,4,0.374
Noah Slee,Rampant Wild Free,To Your Inner Hippie & Cos You Fly as Fuck,17,2016-03-16,202640,0.364,0.585,0.456,0.0,5,0.118,-9.687,0,0.146,82.043,4,0.217
Masego,Sunday Vibes,The Pink Polo EP,53,2016-04-05,226168,0.258,0.691,0.67,0.764,1,0.117,-4.471,1,0.0644,170.066,4,0.22
Two Another,Elevate,Elevate,0,2020-11-04,217751,0.0341,0.691,0.657,0.0,5,0.273,-8.503,0,0.0915,95.008,4,0.506
Walker,Sweet Thing,Sweet Thing,27,2020-12-11,200454,0.603,0.861,0.313,0.072,2,0.0891,-10.551,0,0.0765,88.056,4,0.561
The Novocaines,Cup of Coffee,Cup Of Coffee,22,2009-01-01,92226,0.00103,0.235,0.957,0.0592,2,0.341,-3.375,1,0.161,171.819,4,0.658
Alina Baraz,More Than Enough - Preditah Remix,More Than Enough (Remixes),21,2020-09-16,182325,0.243,0.399,0.465,0.000399,2,0.106,-13.466,1,0.137,169.268,5,0.326
53 Thieves,gold dust,missed calls,31,2020-11-20,230117,0.166,0.673,0.435,0.0448,2,0.0467,-14.09,0,0.0704,85.055,4,0.285
Balthazar,Bunker,Thin Walls,56,2015-03-30,291280,0.222,0.678,0.444,0.0213,10,0.165,-8.889,0,0.0362,106.977,4,0.237
Balthazar,Losers,Losers,38,2020-10-29,205680,0.102,0.864,0.385,0.0539,5,0.143,-11.553,0,0.0454,113.014,4,0.665
Balthazar,Fever,Fever,51,2019-01-25,365080,0.197,0.508,0.547,0.54,5,0.11,-11.088,0,0.0809,119.022,4,0.464
Moloko,Sing It Back - Boris Dlugosch Mix,Catalogue,61,2006-07-17,278000,0.00698,0.761,0.775,0.000543,3,0.0512,-7.495,0,0.0339,123.017,4,0.966
Moloko,Sing It Back,I Am Not a Doctor,46,1998-08-24,263853,0.0123,0.469,0.762,0.00115,1,0.143,-10.489,1,0.0837,84.302,3,0.568
Squelinki,My Go Away Dream,My Go Away Dream,0,2018-01-15,115147,0.294,0.744,0.834,4.2e-05,10,0.255,-4.243,1,0.313,89.98,4,0.887
Two Another,Stronger,Stronger,42,2020-05-01,198523,0.609,0.743,0.576,0.00197,10,0.134,-10.055,0,0.223,97.033,4,0.687
Mura Masa,Firefly,Someday Somewhere,57,2015-04-10,228000,0.437,0.798,0.443,4.78e-06,10,0.065,-9.21,1,0.12,110.027,4,0.481
GROUPLOVE,Tongue Tied,Never Trust a Happy Song,76,2011-09-02,218013,0.00847,0.56,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371
Arctic Monkeys,Do I Wanna Know?,AM,86,2013-09-09,272394,0.186,0.548,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.405
Above & Beyond,Love Is Not Enough - Hybrid Minds Remix,Love Is Not Enough (Hybrid Minds Remix),32,2020-12-07,303448,0.00343,0.412,0.869,0.227,10,0.111,-1.557,0,0.0463,174.017,4,0.0604
Above & Beyond,Love Is Not Enough - Above & Beyond Club Mix,Love Is Not Enough (Hybrid Minds Remix),12,2020-12-07,332307,0.0323,0.596,0.735,0.0329,10,0.0757,-5.964,0,0.0382,129.979,4,0.209
SuperParka,you,sushi boubou #2,32,2020-07-31,240750,0.46,0.511,0.73,0.415,1,0.154,-8.764,0,0.201,160.077,4,0.615
Mammals,Calm Down,Calm Down,31,2019-08-23,231114,0.0317,0.687,0.547,0.0754,2,0.0813,-7.337,1,0.0284,103.015,4,0.41
Poolside,Can't Stop Your Lovin',Low Season,51,2020-02-07,237533,0.67,0.705,0.782,0.00471,1,0.138,-6.284,0,0.0377,90.997,4,0.963
Bobby Love,Why,Why,55,2019-04-19,203773,0.18,0.66,0.684,0.758,0,0.0958,-8.091,1,0.0347,106.0,4,0.103
grandson,Dirty,Death Of An Optimist,58,2020-12-04,208296,0.0033,0.536,0.845,0.0,2,0.0465,-5.765,1,0.0615,159.953,4,0.6
grandson,In Over My Head,Death Of An Optimist,50,2020-12-04,198365,0.0017,0.582,0.817,0.0158,0,0.575,-6.475,1,0.0399,155.124,4,0.622
Two Door Cinema Club,Next Year - RAC Remix,Next Year,34,2013-01-01,286125,0.257,0.73,0.742,0.0,7,0.0875,-6.512,1,0.0457,123.038,4,0.43
Geowulf,Saltwater For Strings - reimagined by Pêtr Aleksänder,Saltwater For Strings (reimagined by Pêtr Aleksänder),37,2018-08-15,239582,0.247,0.218,0.406,0.0278,2,0.211,-12.054,1,0.0328,103.704,4,0.0392
Mansionair,We Could Leave,Shadowboxer,0,2019-03-01,266281,0.307,0.724,0.513,0.00135,7,0.168,-8.279,0,0.0434,118.0,4,0.262
Mansionair,Easier (feat. SHAED),Easier (feat. SHAED),0,2019-10-10,215179,0.247,0.448,0.585,7.44e-05,6,0.107,-4.569,1,0.0474,118.937,4,0.373
Mansionair,Falling,Shadowboxer,0,2019-03-01,203312,0.614,0.526,0.579,2.31e-05,11,0.18,-8.703,1,0.0406,123.6,4,0.133
Mansionair,Violet City,Shadowboxer,0,2019-03-01,213515,0.0632,0.593,0.746,0.17,3,0.211,-7.8,0,0.0338,162.009,4,0.371
Mansionair,Astronaut (Something About Your Love),Shadowboxer,1,2019-03-01,202694,0.216,0.733,0.552,0.00511,5,0.11,-8.732,0,0.0963,106.048,4,0.343
Mansionair,Easier,Shadowboxer,2,2019-03-01,272680,0.202,0.47,0.482,0.0419,6,0.0746,-6.999,1,0.0435,117.448,4,0.212
Portugal. The Man,Tidal Wave - Mansionair Remix,Tidal Wave (Mansionair Remix),29,2018-10-12,222315,0.106,0.728,0.56,0.76,8,0.137,-9.081,1,0.055,94.963,4,0.396
Durante,Maia,Maia,0,2019-03-01,312069,0.0999,0.629,0.767,0.933,9,0.0528,-7.97,0,0.0349,123.986,4,0.192
Emancipator,Baralku - Frameworks Remix,Baralku (Frameworks Remix),0,2019-09-06,274027,0.101,0.623,0.396,0.873,7,0.0932,-10.936,0,0.0405,90.483,4,0.0973
Rayowa,Better Man,Better Man,10,2019-11-05,196038,0.404,0.734,0.746,2.14e-05,11,0.0323,-5.214,0,0.0932,116.075,4,0.522
Skinnydip,Call It Off,Call It Off,40,2018-04-05,228196,0.146,0.729,0.336,0.088,6,0.678,-9.939,0,0.0389,122.001,4,0.374
Koresma,Free - Marley Carroll Remix,Free (Marley Carroll Remix),34,2020-02-21,222928,0.286,0.676,0.635,0.66,6,0.0987,-8.865,1,0.0321,111.991,4,0.142
Jaguar Dreams,Dreams,Dreams,1,2018-07-13,386086,0.17,0.343,0.713,0.0193,0,0.13,-6.098,1,0.043,114.8,4,0.384
Mango,Lonely Night - Zero T's Setting Sun Remix,Lonely Night (Zero T's Setting Sun Remix),35,2020-04-17,244137,0.0313,0.572,0.899,0.00568,6,0.06,-8.08,1,0.109,173.959,4,0.212
Andrew Bayer,Open End Resource - Leaving Laurel Remix,Open End Resource (Leaving Laurel Remix),34,2020-02-24,219240,0.227,0.612,0.66,0.0906,2,0.214,-8.24,1,0.0328,125.02,4,0.0673
Max Fry,Overwinter,Overwinter,0,2019-04-12,158117,0.144,0.717,0.335,0.303,1,0.169,-13.255,1,0.0444,84.95,4,0.178
Szymon,Feenicks,Blue Coloured Mountain,31,2019-11-08,148373,0.386,0.714,0.565,0.909,4,0.105,-10.415,0,0.0343,119.026,4,0.472
Frameworks,Coming Back - Single Edit,Coming Back,0,2019-08-14,249449,0.23,0.782,0.753,0.27,9,0.128,-7.187,0,0.0385,104.991,4,0.0398
Evan Miles,Hour Glass,Hour Glass,32,2019-11-08,217627,0.813,0.569,0.327,0.552,6,0.0921,-17.761,0,0.0346,117.997,4,0.0376
Oliver Tank,I Can't Sleep,I Can't Sleep,41,2019-08-16,168260,0.966,0.529,0.358,0.879,0,0.0891,-16.358,1,0.147,184.139,4,0.0678
On Planets,Sticks,Sticks,0,2019-12-06,216393,0.793,0.481,0.485,0.0228,2,0.104,-9.121,0,0.127,114.788,4,0.317
The Sellouts,Stay,Stay,45,2020-05-08,175087,0.472,0.842,0.355,0.0044,9,0.123,-8.736,0,0.0339,87.033,4,0.706
Franc Moody,Flesh and Blood,Dream in Colour,1,2020-02-28,238612,0.0895,0.745,0.578,0.000424,6,0.0959,-6.004,0,0.131,165.997,4,0.696
Billie Eilish,Therefore I Am,Therefore I Am,72,2020-11-12,174321,0.218,0.889,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716
Django Django,Glowing in the Dark,Glowing in the Dark,28,2020-11-12,179080,0.0117,0.772,0.848,0.0659,9,0.0433,-5.265,1,0.0482,126.013,4,0.496
Balthazar,You Won't Come Around,You Won't Come Around,39,2020-11-26,321253,0.432,0.592,0.392,0.368,5,0.0746,-12.277,1,0.0356,158.025,4,0.707
Emperor,Rangefinder,Rangefinder,0,2020-11-20,301413,0.0424,0.749,0.653,0.876,1,0.109,-5.818,1,0.0984,171.997,4,0.116
Futurebound,Dangerous,Dangerous,0,2020-11-06,297957,0.000188,0.55,0.932,0.781,5,0.0723,-1.56,0,0.0555,174.009,4,0.217
Camo & Krooked,No Tomorrow,No Tomorrow,47,2020-10-16,271542,0.0116,0.322,0.651,6.35e-06,1,0.14,-0.137,1,0.0333,86.351,4,0.168
Mura Masa,When U Need Me,Someday Somewhere,38,2015-04-10,245626,0.471,0.664,0.385,0.0564,0,0.25,-10.267,0,0.0595,106.972,4,0.32
